Iteration,q_l_0,q_l_1,q_l_2,q_l_3,q_l_4,q_l_5,q_l_6,translation_goal_l_0,translation_goal_l_1,translation_goal_l_2,translation_l_0,translation_l_1,translation_l_2,ecart_q_l_0,ecart_q_l_1,ecart_q_l_2,ecart_q_l_3,ecart_q_l_4,ecart_q_l_5,ecart_q_l_6,Ecart_pos_l,Ecart_rot_l,velocity_l_0,velocity_l_1,velocity_l_2,velocity_l_3,velocity_l_4,velocity_l_5,velocity_l_6
34,-0.19711659848690036,0.8399409055709839,0.530022144317627,-0.8456248044967651,-0.3099075257778168,-0.38040241599082947,0.1998834311962128,0.4,0.5,-0.24400000000000002,0.4118811487079981,0.5194728300818191,-0.2455316539452565,0.012186716264965841,0.005340512218268589,0.0065385801248140085,0.03279453429730983,0.012852972967298593,0.006613366723973113,0.011814463110715906,0.02286260636552584,12.786143326987656,1.2186716264965838,0.5340512218268589,0.6538580124813984,-3.2794534297309834,-1.2852972967298588,0.6613366723973139,1.181446311071591
35,-0.1912377029657364,0.8430541157722473,0.5326573252677917,-0.8614659905433655,-0.32311809062957764,-0.37626853585243225,0.2099885642528534,0.4,0.5,-0.24000000000000002,0.41212632388758347,0.5182418447405868,-0.24121712972554454,0.01180341607087082,0.0052025343440222915,0.007114253531858572,0.03247049270855684,0.011271337541159443,0.006858895252948416,0.011057085120940419,0.02193841460395564,12.236059805279297,1.1803416070870831,0.5202534344022264,0.711425353185853,-3.2470492708556797,-1.127133754115945,0.685889525294844,1.1057085120940418
36,-0.18492987751960754,0.8452814221382141,0.5365607142448425,-0.8784193396568298,-0.3227604925632477,-0.3737890422344208,0.21169789135456085,0.4,0.5,-0.23600000000000002,0.41208459018900656,0.5178011084998531,-0.2362962934824554,0.011442673458595065,0.005146158065101547,0.007536308057959018,0.03215231474017055,0.011269129046397874,0.007503572737680209,0.011481195131912536,0.02151754106973005,12.6229795014562,1.1442673458595074,0.5146158065101537,0.7536308057958984,-3.2152314740170507,-1.1269129046397863,0.750357273768023,1.1481195131912534
37,-0.17943428456783295,0.8482566475868225,0.539771556854248,-0.8939364552497864,-0.33438941836357117,-0.3694096505641937,0.22104564309120178,0.4,0.5,-0.232,0.4122392416993561,0.5166938820324813,-0.23193870927483065,0.010976520817273377,0.0050347219304518465,0.007974316861812047,0.031740458588288556,0.009941574506907747,0.007716547782935068,0.010822707554628247,0.020699963556553718,12.223224790405482,1.097652081727337,0.50347219304518,0.7974316861812014,-3.174045858828852,-0.9941574506907743,0.7716547782935054,1.0822707554628246
38,-0.17348720133304596,0.8504275679588318,0.5440970063209534,-0.9105716347694397,-0.3340296149253845,-0.3662854731082916,0.22317908704280856,0.4,0.5,-0.228,0.41214355580532225,0.5163013729235983,-0.22705180107333206,0.010405266341028951,0.005022045007857856,0.00822446489143458,0.03111811174813295,0.009871223848407995,0.008196891645412874,0.0110665065293441,0.020349441957845788,12.634195127974863,1.0405266341028965,0.5022045007857856,0.8224464891434624,-3.1118111748132904,-0.9871223848407983,0.819689164541289,1.1066506529344111
39,-0.1684577614068985,0.853291392326355,0.5477458834648132,-0.9256769418716432,-0.3443309962749481,-0.36169311404228216,0.23186835646629336,0.4,0.5,-0.224,0.4122046415073698,0.5152642134656481,-0.22263892415807585,0.01011170376732809,0.004900093253371152,0.008648707328129723,0.030970264059113073,0.00889484703594351,0.008513143340664442,0.01065955088098236,0.01959086558822135,12.348857495055597,1.0111703767328077,0.4900093253371146,0.8648707328129669,-3.0970264059113037,-0.8894847035943528,0.8513143340664421,1.0659550880982365
40,-0.16308192908763885,0.8554496169090271,0.5523214936256409,-0.9416897296905518,-0.3439008295536041,-0.35808858275413513,0.23424559831619265,0.4,0.5,-0.22,0.41206569054079,0.5149129099500274,-0.2177772951162667,0.009527305640493172,0.004909500418451063,0.00880874011042998,0.03035974501880201,0.008875166785651034,0.008931606742206444,0.010866846615083275,0.01931103799395325,12.771973614271133,0.9527305640493181,0.4909500418451041,0.8808740110429925,-3.035974501880195,-0.8875166785651029,0.8931606742206438,1.0866846615083285
41,-0.1583460569381714,0.85819149017334,0.5563945770263672,-0.9566472172737123,-0.35322585701942444,-0.3531799614429474,0.24252790212631226,0.4,0.5,-0.216,0.4120499019389206,0.5139579391108097,-0.21334165820839088,0.009106081254607379,0.004821287708410393,0.009102679498122268,0.029996972521134202,0.008011138502493798,0.009186361915859587,0.010469932388303516,0.018630377936040048,12.581102726740653,0.9106081254607364,0.48212877084104444,0.9102679498122247,-2.9996972521134206,-0.8011138502493782,0.9186361915859587,1.0469932388303502
42,-0.15355461835861206,0.8603591322898865,0.5611302256584167,-0.9720494747161865,-0.3527759909629822,-0.3491569757461548,0.24511244893074036,0.4,0.5,-0.212,0.4118728931316481,0.5136399861484257,-0.20850375934598375,0.008537676525220278,0.004845933228116994,0.00919388544970734,0.029412714537575546,0.008037901670868874,0.00956181803010614,0.010657610637308357,0.018418428601690635,13.006352394047667,0.8537676525220278,0.48459332281169715,0.9193885449707333,-2.941271453757563,-0.8037901670868856,0.9561818030106121,1.0657610637308368
43,-0.1492399722337723,0.8630127906799316,0.5654972791671753,-0.986644208431244,-0.3612369894981385,-0.343993604183197,0.25299784541130066,0.4,0.5,-0.208,0.4117956374611118,0.5127663677836315,-0.20405448431240406,0.008047310347487152,0.004793087255824724,0.009381313213053133,0.02896032277830074,0.007295649246124025,0.009775944433084882,0.010293873786134888,0.017823700613003837,12.89158267874609,0.8047310347487158,0.4793087255824738,0.9381313213053155,-2.896032277830067,-0.7295649246124044,0.9775944433084885,1.0293873786134868
